Pregunta,Respuesta
"¿Cómo pueden acceder estudiantes de otras instituciones a los servicios de la biblioteca?","Estudiantes de otras instituciones pueden acceder previa solicitud y presentación de una carta de su institución."
"¿Qué tipo de apoyo ofrece la biblioteca a las personas con discapacidad?","La biblioteca ofrece servicios como asesoramiento personalizado, acceso a libros y revistas en formato de audio, y préstamo a domicilio a distancia."
"¿Cuál es el procedimiento para ampliar los días de préstamo para usuarios con discapacidad?","Usuarios con discapacidad pueden acceder al préstamo a domicilio de documentos por el doble de los días establecidos."
"¿Cómo se manejan las renovaciones de préstamo a distancia en la biblioteca?","Los usuarios pueden solicitar la renovación del material prestado a domicilio vía telefónica, chat o correo."
"¿Cuáles son las responsabilidades del usuario sobre el material bibliográfico?","Los usuarios son responsables de registrar el préstamo del material, revisar su estado, conservarlo en buen estado y devolverlo a tiempo."
"¿Qué acciones se consideran faltas en la biblioteca?","Fomentar desorden, hablar por teléfono en la sala de lectura, y consumir alimentos en la biblioteca se consideran faltas."
"¿Qué tipo de sanciones se aplican por infracciones en la biblioteca?","Las sanciones varían desde amonestaciones verbales hasta la suspensión de servicios de la biblioteca y procesos disciplinarios."
"¿Cuál es el propósito del Reglamento de Disciplina de los Estudiantes de la Universidad de Ingeniería y Tecnología?","El Reglamento regula los aspectos disciplinarios de los estudiantes matriculados en cualquier modalidad de estudios y los procedimientos disciplinarios asociados."
"¿A quién aplica el Reglamento de Disciplina de los Estudiantes?","El Reglamento es de cumplimiento obligatorio para todos los estudiantes, ingresantes, docentes, personal administrativo y autoridades de UTEC, y se aplica también en situaciones como representaciones externas de UTEC y programas de intercambio académico."
"¿Qué significa 'Agresión' según el Reglamento?","La 'Agresión' se define como el acto de atentar contra la integridad física o moral de las personas o instituciones."
"¿Cuáles son algunos de los derechos de los estudiantes según el Reglamento?","Los derechos de los estudiantes incluyen ser tratados con dignidad y respeto, recibir una formación universitaria de calidad, acceder a documentos normativos, conocer resultados de evaluaciones y utilizar los servicios e instrumentos de UTEC."
"¿Cuáles son los deberes de los estudiantes según el Reglamento?","Los deberes incluyen tener un buen comportamiento, practicar los valores de UTEC, respetar los derechos de UTEC y sus miembros, representar adecuadamente a UTEC, abstenerse de actividades políticas en UTEC y evitar actos contrarios a la moral."
"¿Qué constituyen las 'Faltas' según el Reglamento?","Las 'Faltas' son acciones u omisiones que afectan la buena convivencia y el desarrollo normal de las clases en UTEC, como la inasistencia injustificada a clases, uso indebido de dispositivos electrónicos y consumo de alimentos en lugares prohibidos."
"¿Qué es una 'Infracción leve' según el Reglamento?","Una 'Infracción leve' incluye actividades como comercializar artículos no autorizados en UTEC, participar en juegos de apuesta, y acceder sin autorización a lugares restringidos."
"¿Qué se considera una 'Infracción grave'?","Una 'Infracción grave' abarca acciones como recibir clases remuneradas de profesores de UTEC fuera de la institución, promover desorden o actividades ilegales y dañar las instalaciones o bienes de UTEC."
"¿Cuáles son ejemplos de 'Infracción muy grave'?","Las 'Infracciones muy graves' incluyen la obtención y comercialización de contenido de evaluaciones, suplantación en evaluaciones, plagio, copia, dañar el prestigio de UTEC, cometer delitos y portar armas o sustancias prohibidas en UTEC."
"¿Cómo se manejan los casos de violencia, discriminación y acoso sexual?","Estos casos son competencia del Comité de Intervención frente al Hostigamiento Sexual Educativo, que define el inicio de un procedimiento según el 'Protocolo para la Atención de los Casos de Hostigamiento Sexual'."
"¿Qué tipos de sanciones pueden imponerse según el Reglamento?","Las sanciones pueden ser amonestación, suspensión, separación, y servicio comunitario. Estas varían según la gravedad de la infracción."
"¿Cómo se relacionan las infracciones con las sanciones aplicables?","Las infracciones leves se sancionan con amonestación, las graves con suspensión de hasta 2 ciclos académicos, y las muy graves con suspensión de 2 a 4 ciclos o la separación definitiva de UTEC."
"¿Se aplican las mismas sanciones a colaboradores y cómplices de infracciones?","Sí, los colaboradores, instigadores o cómplices reciben las mismas sanciones que el autor de la infracción, aunque UTEC puede imponer una sanción menor según las circunstancias."
"¿Qué se considera como agravantes de una sanción?","Los agravantes incluyen no cumplir con sanciones anteriores, reincidencia, actuar con premeditación, obstaculizar la investigación, ocupar un cargo representativo en UTEC y convocar a más personas para cometer una falta."
"¿Qué ofrece el Programa de Proyectos Especiales de UTEC?","Este programa permite a los estudiantes sancionados reducir su período de suspensión mediante la aprobación de talleres específicos, siempre y cuando cumplan ciertas condiciones."
"¿Cómo se inicia el procedimiento disciplinario en UTEC?","El procedimiento disciplinario puede iniciarse de oficio o a solicitud de parte para esclarecer acciones u omisiones que pudieran constituir una infracción."
"¿Quiénes son las autoridades competentes en el procedimiento disciplinario?","Las autoridades competentes incluyen la Secretaría General para infracciones leves, el Decano de Facultad para infracciones graves y muy graves, y el Tribunal Disciplinario para apelaciones."
"¿Qué recursos impugnatorios están disponibles contra las resoluciones disciplinarias?","Los estudiantes pueden interponer recursos de apelación o reconsideración contra las resoluciones disciplinarias, los cuales deben ser presentados en un plazo determinado."
"¿Cómo se asegura el debido proceso en los procedimientos disciplinarios?","El Reglamento asegura el debido proceso a través de la proporcionalidad, razonabilidad, y derecho de defensa del estudiante, incluyendo la posibilidad de ser oído y la fundamentación de las resoluciones."
"¿Qué consideraciones se deben tener en cuenta al aplicar sanciones?","Al aplicar sanciones, se deben considerar aspectos como la gravedad del caso, la reincidencia, la premeditación, y la posición del estudiante dentro de UTEC, entre otros."
"¿Qué es el 'Programa de Proyectos Especiales' en UTEC?","El 'Programa de Proyectos Especiales' ofrece talleres para reducir el periodo de suspensión de estudiantes sancionados, bajo ciertas condiciones."
"¿Qué autoridades están involucradas en el procedimiento disciplinario?","En el procedimiento disciplinario intervienen la Secretaría General, el Decano de Facultad, el Tribunal Disciplinario y el Comité Disciplinario, cada uno con competencias específicas."
"¿Cómo se manejan los recursos impugnatorios en el Reglamento?","Los recursos de apelación y reconsideración se deben presentar dentro de un plazo establecido y se manejan a través de la Secretaría General o el Decano de la Facultad."
"¿Qué principios rigen el debido proceso en los procedimientos disciplinarios?","El debido proceso se rige por principios de razonabilidad, proporcionalidad y derecho de defensa, con todas las resoluciones debidamente fundamentadas."
"¿Qué consideraciones especiales existen para la aplicación de sanciones?","Las consideraciones especiales para la aplicación de sanciones incluyen la gravedad del caso, reincidencia, premeditación, y la posición del estudiante en UTEC."
"¿Cómo se definen las 'Infracciones' en el Reglamento?","Las 'Infracciones' son acciones u omisiones reconocidas como tales en el Reglamento que contradicen los deberes de los estudiantes."
"¿Qué se considera una 'Infracción leve' en el Reglamento?","Las 'Infracciones leves' incluyen actividades no autorizadas, juegos de apuesta y acceso no autorizado a lugares restringidos en UTEC."
"¿Cuáles son ejemplos de 'Infracción grave' según el Reglamento?","Las 'Infracciones graves' incluyen recibir clases remuneradas de profesores de UTEC fuera de la institución, promover desorden o actividades ilegales y dañar las instalaciones o bienes de UTEC."
"¿Qué acciones se consideran 'Infracciones muy graves'?","Las 'Infracciones muy graves' abarcan acciones como la obtención y comercialización de contenido de evaluaciones, suplantación en evaluaciones, plagio, copia, dañar el prestigio de UTEC, cometer delitos y portar armas o sustancias prohibidas."
"¿Qué tratamiento se da a los casos de violencia, discriminación y acoso sexual?","Estos casos son manejados por el Comité de Intervención frente al Hostigamiento Sexual Educativo, que inicia procedimientos según el 'Protocolo para la Atención de los Casos de Hostigamiento Sexual'."
"¿Cuál es el objeto del reglamento de evaluaciones de la Universidad de Ingeniería y Tecnología?","Regula los aspectos referidos a las evaluaciones de los estudiantes de pregrado durante sus estudios en la Universidad de Ingeniería y Tecnología brindados bajo cualquiera de sus modalidades de estudio; y los procedimientos vinculados."
